Object Name,Bounding Box,Area,Overlap Area,Percentage
Heiniken,"(782, 252), (952, 688)",74120.0,0.0,0.0
Bia_Truc_Bach,"(252, 236), (486, 686)",105300.0,0.0,0.0
Heiniken,"(0, 0), (52, 572)",29744.0,0.0,0.0
Heiniken,"(783, 250), (951, 688)",73584.0,0.0,0.0
Bia_Truc_Bach,"(253, 237), (486, 684)",104151.0,0.0,0.0
Heiniken,"(0, 0), (52, 567)",29484.0,0.0,0.0
Heiniken,"(783, 249), (952, 684)",73515.0,0.0,0.0
Bia_Truc_Bach,"(254, 234), (487, 683)",104617.0,0.0,0.0
Heiniken,"(0, 0), (53, 560)",29680.0,0.0,0.0
Heiniken,"(784, 247), (955, 683)",74556.0,0.0,0.0
Bia_Truc_Bach,"(252, 233), (486, 678)",104130.0,103298.8,99.2
Bia_Truc_Bach,"(250, 232), (486, 674)",104312.0,103298.8,99.0
Heiniken,"(784, 246), (956, 681)",74820.0,0.0,0.0
Bia_Truc_Bach,"(252, 231), (486, 677)",104364.0,103637.3,99.3
Bia_Truc_Bach,"(251, 230), (486, 674)",104340.0,103637.3,99.3
Heiniken,"(784, 246), (956, 671)",73100.0,0.0,0.0
Bia_Truc_Bach,"(253, 230), (485, 679)",104168.0,103201.2,99.1
Bia_Truc_Bach,"(253, 229), (485, 675)",103472.0,103201.2,99.7
Heiniken,"(783, 246), (953, 680)",73780.0,0.0,0.0
Bia_Truc_Bach,"(253, 228), (486, 674)",103918.0,0.0,0.0
Heiniken,"(781, 246), (949, 676)",72240.0,0.0,0.0
Bia_Truc_Bach,"(255, 230), (485, 674)",102120.0,0.0,0.0
Heiniken,"(0, 0), (51, 516)",26316.0,0.0,0.0
Heiniken,"(778, 250), (948, 680)",73100.0,0.0,0.0
Bia_Truc_Bach,"(258, 230), (484, 673)",100118.0,0.0,0.0
Heiniken,"(774, 251), (946, 683)",74304.0,0.0,0.0
Bia_Truc_Bach,"(261, 230), (485, 672)",99008.0,0.0,0.0
Bia_Truc_Bach,"(265, 230), (486, 676)",98566.0,0.0,0.0
Heiniken,"(765, 253), (937, 687)",74648.0,0.0,0.0
Bia_Truc_Bach,"(268, 229), (487, 670)",96579.0,0.0,0.0
Heiniken,"(750, 257), (935, 694)",80845.0,0.0,0.0
Bia_Truc_Bach,"(271, 229), (490, 672)",97017.0,0.0,0.0
Heiniken,"(741, 258), (927, 696)",81468.0,0.0,0.0
Bia_Truc_Bach,"(276, 230), (489, 667)",93081.0,0.0,0.0
Heiniken,"(737, 260), (923, 704)",82584.0,0.0,0.0
Heiniken,"(725, 259), (915, 709)",85500.0,0.0,0.0
Bia_Truc_Bach,"(283, 230), (490, 667)",90459.0,0.0,0.0
Bia_Truc_Bach,"(296, 232), (490, 662)",83420.0,0.0,0.0
Heiniken,"(711, 260), (900, 711)",85239.0,0.0,0.0
Bia_Truc_Bach,"(0, 464), (85, 684)",18700.0,0.0,0.0
Bia_Truc_Bach,"(303, 231), (493, 663)",82080.0,0.0,0.0
Heiniken,"(709, 262), (887, 710)",79744.0,0.0,0.0
Bia_Truc_Bach,"(0, 456), (85, 681)",19125.0,0.0,0.0
Heiniken,"(691, 267), (875, 712)",81880.0,0.0,0.0
Bia_Truc_Bach,"(311, 231), (498, 659)",80036.0,0.0,0.0
Heiniken,"(670, 270), (865, 713)",86385.0,0.0,0.0
Bia_Truc_Bach,"(317, 230), (503, 658)",79608.0,0.0,0.0
Bia_Truc_Bach,"(324, 229), (509, 660)",79735.0,0.0,0.0
Heiniken,"(649, 274), (860, 713)",92629.0,92526.9,99.9
Heiniken,"(649, 274), (860, 714)",92840.0,92526.9,99.7
Heiniken,"(631, 279), (855, 715)",97664.0,0.0,0.0
Bia_Truc_Bach,"(331, 227), (513, 659)",78624.0,0.0,0.0
Bia_Truc_Bach,"(336, 227), (513, 656)",75933.0,0.0,0.0
Heiniken,"(615, 279), (849, 716)",102258.0,0.0,0.0
Bia_Truc_Bach,"(340, 226), (514, 653)",74298.0,0.0,0.0
Heiniken,"(594, 277), (848, 717)",111760.0,0.0,0.0
Bia_Truc_Bach,"(344, 224), (518, 653)",74646.0,0.0,0.0
Heiniken,"(564, 273), (847, 718)",125935.0,0.0,0.0
Bia_Truc_Bach,"(349, 222), (523, 650)",74472.0,0.0,0.0
Heiniken,"(553, 270), (845, 719)",131108.0,0.0,0.0
Bia_Truc_Bach,"(352, 219), (528, 643)",74624.0,0.0,0.0
Heiniken,"(528, 255), (847, 717)",147378.0,0.0,0.0
Bia_Truc_Bach,"(353, 218), (531, 641)",75294.0,3508.1,4.7
Heiniken,"(522, 247), (843, 718)",151191.0,3508.1,2.3
Bia_Truc_Bach,"(354, 216), (532, 634)",74404.0,22071.2,29.7
Heiniken,"(505, 237), (840, 720)",161805.0,171860.6,106.2
Heiniken,"(503, 236), (839, 719)",162288.0,172637.4,106.4
Heiniken,"(494, 231), (833, 720)",165771.0,15302.1,9.2
Bia_Truc_Bach,"(355, 215), (532, 632)",73809.0,15302.1,20.7
Bia_Truc_Bach,"(354, 211), (527, 628)",72141.0,24776.6,34.3
Heiniken,"(464, 236), (827, 720)",175692.0,24776.6,14.1
Bia_Truc_Bach,"(346, 209), (514, 626)",70056.0,26972.9,38.5
Heiniken,"(445, 234), (826, 720)",185166.0,26972.9,14.6
Bia_Truc_Bach,"(336, 214), (512, 634)",73920.0,31408.5,42.5
Heiniken,"(431, 245), (830, 720)",189525.0,31408.5,16.6
Bia_Truc_Bach,"(333, 209), (513, 635)",76680.0,44232.2,57.7
Heiniken,"(397, 253), (835, 719)",204108.0,44232.2,21.7
Bia_Truc_Bach,"(327, 209), (506, 675)",83414.0,137119.5,164.4
Heiniken,"(347, 253), (827, 714)",221280.0,288269.2,130.3
Heiniken,"(341, 250), (827, 719)",227934.0,291088.4,127.7
Bia_Truc_Bach,"(321, 209), (500, 709)",89500.0,82503.1,92.2
Heiniken,"(325, 238), (814, 719)",235209.0,82503.1,35.1
Bia_Truc_Bach,"(308, 211), (500, 713)",96384.0,88644.4,92.0
Heiniken,"(314, 239), (786, 715)",224672.0,88644.4,39.5
Bia_Truc_Bach,"(295, 210), (499, 714)",102816.0,92066.2,89.5
Heiniken,"(296, 244), (787, 698)",222914.0,92066.2,41.3
Bia_Truc_Bach,"(285, 210), (493, 717)",105456.0,99224.6,94.1
Heiniken,"(283, 228), (792, 704)",242284.0,99224.6,41.0
Bia_Truc_Bach,"(270, 207), (486, 716)",109944.0,104736.3,95.3
Heiniken,"(270, 221), (801, 705)",257004.0,104736.3,40.8
Heiniken,"(258, 212), (790, 699)",259084.0,90738.9,35.0
Bia_Truc_Bach,"(264, 204), (450, 712)",94488.0,90738.9,96.0
Heiniken,"(246, 210), (791, 682)",257240.0,96356.2,37.5
Bia_Truc_Bach,"(246, 201), (450, 704)",102612.0,96356.2,93.9
Heiniken,"(225, 225), (733, 634)",207772.0,82659.9,39.8
Bia_Truc_Bach,"(229, 201), (431, 675)",95748.0,82659.9,86.3
Bia_Truc_Bach,"(221, 198), (421, 665)",93400.0,158134.1,169.3
Heiniken,"(216, 235), (738, 643)",212976.0,280605.9,131.8
Heiniken,"(214, 244), (737, 626)",199786.0,275308.0,137.8
Heiniken,"(207, 269), (724, 626)",184569.0,70355.8,38.1
Bia_Truc_Bach,"(211, 199), (409, 656)",90486.0,70355.8,77.8
Heiniken,"(198, 274), (728, 616)",181260.0,174544.2,96.3
Heiniken,"(201, 250), (714, 614)",186732.0,174544.2,93.5
Heiniken,"(200, 256), (712, 624)",188416.0,71464.3,37.9
Bia_Truc_Bach,"(206, 200), (400, 643)",85942.0,71464.3,83.2
Heiniken,"(199, 271), (720, 634)",189123.0,0.0,0.0
Bia_Truc_Bach,"(205, 200), (400, 664)",90480.0,66352.7,73.3
Heiniken,"(190, 296), (728, 636)",182920.0,66352.7,36.3
Heiniken,"(183, 302), (744, 627)",182325.0,66264.7,36.3
Bia_Truc_Bach,"(198, 201), (402, 658)",93228.0,66264.7,71.1
Heiniken,"(185, 309), (723, 625)",170008.0,0.0,0.0
Heiniken,"(188, 312), (720, 626)",167048.0,0.0,0.0
Heiniken,"(184, 313), (735, 630)",174667.0,0.0,0.0
Bia_Truc_Bach,"(203, 206), (410, 673)",96669.0,66775.5,69.1
Heiniken,"(187, 318), (743, 640)",179032.0,66775.5,37.3
Heiniken,"(192, 319), (737, 651)",180940.0,73169.3,40.4
Bia_Truc_Bach,"(201, 202), (421, 670)",102960.0,73169.3,71.1
Heiniken,"(196, 322), (741, 646)",176580.0,0.0,0.0
Heiniken,"(199, 325), (749, 670)",189750.0,77187.1,40.7
Bia_Truc_Bach,"(208, 202), (432, 678)",106624.0,77187.1,72.4
Bia_Truc_Bach,"(216, 206), (428, 664)",97096.0,67701.5,69.7
Heiniken,"(204, 326), (748, 645)",173536.0,67701.5,39.0
Bia_Truc_Bach,"(226, 205), (438, 657)",95824.0,64954.6,67.8
Heiniken,"(215, 328), (733, 634)",158508.0,64954.6,41.0
Heiniken,"(220, 329), (732, 633)",155648.0,66500.4,42.7
Bia_Truc_Bach,"(226, 203), (444, 660)",99626.0,66500.4,66.8
Bia_Truc_Bach,"(233, 203), (444, 656)",95583.0,64306.4,67.3
Heiniken,"(229, 330), (741, 635)",156160.0,64306.4,41.2
Heiniken,"(239, 330), (746, 640)",157170.0,66571.3,42.4
Bia_Truc_Bach,"(239, 202), (453, 657)",97370.0,66571.3,68.4
Heiniken,"(254, 337), (747, 638)",148393.0,207156.1,139.6
Heiniken,"(250, 334), (745, 638)",150480.0,207597.9,138.0
Bia_Truc_Bach,"(256, 202), (454, 654)",89496.0,119518.3,133.5
Bia_Truc_Bach,"(261, 202), (462, 649)",89847.0,60787.9,67.7
Heiniken,"(251, 335), (745, 637)",149188.0,60787.9,40.7
Heiniken,"(260, 342), (751, 635)",143863.0,203636.8,141.5
Bia_Truc_Bach,"(267, 201), (470, 649)",90944.0,119577.0,131.5
Heiniken,"(257, 339), (751, 635)",146224.0,204213.0,139.7
Bia_Truc_Bach,"(270, 200), (473, 642)",89726.0,58282.4,65.0
Heiniken,"(260, 341), (755, 628)",142065.0,58282.4,41.0
Bia_Truc_Bach,"(275, 200), (475, 631)",86200.0,57390.5,66.6
Heiniken,"(267, 340), (760, 627)",141491.0,57390.5,40.6
Bia_Truc_Bach,"(283, 198), (476, 638)",84920.0,112119.8,132.0
Heiniken,"(275, 339), (765, 630)",142590.0,197449.9,138.5
Heiniken,"(273, 338), (764, 627)",141899.0,197061.6,138.9
